case_id,qid,property,track,class,subtype,confidence,selection_stratum,analysis_slice,analysis_slice_precise,main_score,diagnostic_only,popularity_bucket,constraint_family,decision_constraint_type_qid,decision_constraint_type_label,decision_constraint_source,classification_rule_family,classification_rule_subfamily,truth_source,truth_token_kind,truth_tokens_preview,decision_branch,local_match_kind,local_match_source,tbox_revision_key,group_key,selected_violation_name,candidate_violation_names,mapped_report_constraint_qid,mapped_report_constraint_label,mapped_report_family,target_constraint_qid,target_constraint_label,target_constraint_selection_reason,target_constraint_selection_confidence,target_constraint_is_changed,target_constraint_is_related_family,compatible_value_overlap_with_report_qids,compatible_property_overlap_with_report_pids,compatible_language_overlap_with_report_langs,compatible_scope_overlap_with_report_values,incompatible_overlap_ignored,value_specific_without_overlap,compatible_overlap_used,compatible_overlap_reason,semantic_changed_qualifier_properties,ignored_changed_qualifier_properties,semantic_added_values,semantic_removed_values,ignored_added_values,ignored_removed_values,qualifier_filter_reason,directional_subtype_precise,set_semantics,set_operation,polarity,polarity_basis,potential_directional_subtype_precise,potential_set_semantics,potential_set_operation,potential_polarity,potential_polarity_basis,potential_directional_subtype_basis,repair_locus_correct,historical_target_well_defined,target_visible_locally,extractor_missed_local_evidence,external_evidence_required,typec_judgment,typea_judgment,typeb_judgment,tbox_judgment,core_recommendation,notes,annotator_id,annotation_timestamp_utc
repair_Q5360360_2447089476,Q5360360,P373,A_BOX,TypeB,LOCAL_TEXT_CONFIRMED,high,TypeB_LOCAL_TEXT_CONFIRMED,main_ic_g_local_text_confirmed,,TRUE,FALSE,head,Q21502838,,,local_context,local_evidence,local_text_raw,repair_target.new_value,literal,"[""Elia, Keryneias""]",local_match,literal_normalized_exact,FOCUS_LABEL,,ABOX::Q5360360::P373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q218393_2441757615,Q218393,P421,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,head,Q21503250,Q52558054,none-of constraint,classifier_rule,set_membership,none_of,repair_target.new_value,qid,"[""Q6723"", ""Q6760""]",set_membership_rejection,,,,ABOX::Q218393::P421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q9591607_2447297574,Q9591607,P373,A_BOX,TypeA,MULTIPLICITY_NORMALIZATION,high,TypeA_MULTIPLICITY_NORMALIZATION,main_ic_l_multiplicity_normalization,,TRUE,FALSE,tail,Q21502838,Q19474404,single-value constraint,classifier_rule,multiplicity,multiplicity_normalization,repair_target.new_value,literal,"[""Carnivals Producers of São Paulo by samba school""]",multiplicity_normalization,,,,ABOX::Q9591607::P373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q18554077_2393607898,Q18554077,P2892,A_BOX,TypeA,MULTIPLICITY_NORMALIZATION,high,TypeA_MULTIPLICITY_NORMALIZATION,main_ic_l_multiplicity_normalization,,TRUE,FALSE,tail,Q19474404,Q19474404,single-value constraint,classifier_rule,multiplicity,multiplicity_normalization,repair_target.new_value,literal,"[""C0152207""]",multiplicity_normalization,,,,ABOX::Q18554077::P2892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q89098418_P370_1714119687,Q89098418,P370,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,main_tbox_schema_update,TRUE,FALSE,tail,Q52004125,Q52004125,allowed entity types constraint,mapped_violation_constraint_changed,tbox_schema_causality,schema_update,none_expected,none_expected,[],,,,TBOX::P370::1714119687,TBOX::P370::1714119687,Entity types,"[""Entity types""]",Q52004125,allowed entity types constraint,allowed_entity_types,Q52004125,allowed entity types constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,all_changed_qualifiers_are_semantic_for_family,,allowed,unchanged,unknown,not active because final T-box subtype is non-directional,,allowed,unchanged,unknown,unknown constraint-family polarity,causal family match without interpretable polarity,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,plausible_schema_update,main,"T-box schema update: mapped allowed_entity_types target constraint Q52004125 changed, but direction/polarity is not cleanly interpretable. Plausible schema-level case.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q114656709_2443894763,Q114656709,P648,A_BOX,TypeA,MULTIPLICITY_NORMALIZATION,high,TypeA_MULTIPLICITY_NORMALIZATION,main_ic_l_multiplicity_normalization,,TRUE,FALSE,mid,Q21502404,Q19474404,single-value constraint,classifier_rule,multiplicity,multiplicity_normalization,repair_target.new_value,literal,"[""OL2827598A""]",multiplicity_normalization,,,,ABOX::Q114656709::P648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q6596715_P2094_2443310519,Q6596715,P2094,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,main_tbox_relaxation_allowed_set_expansion,TRUE,FALSE,mid,Q21503250,Q21503250,subject type constraint,mapped_violation_constraint_changed,tbox_schema_causality,relaxation_set_expansion,none_expected,none_expected,[],,,,TBOX::P2094::2443310519,TBOX::P2094::2443310519,"Type Q|13406554, Q|4438121, Q|768186, Q|1744559, Q|42889, Q|29048322, Q|1241356, Q|16510064, Q|16334295, Q|15229207, Q|18608583, Q|107285679, Q|46135307, Q|29791211, Q|137424753","[""Type Q|13406554, Q|4438121, Q|768186, Q|1744559, Q|42889, Q|29048322, Q|1241356, Q|16510064, Q|16334295, Q|15229207, Q|18608583, Q|107285679, Q|46135307, Q|29791211, Q|137424753""]",Q21503250,type constraint,type,Q21503250,type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,"[""Q137424753""]",,,,,FALSE,TRUE,type_compatible_report_argument_overlap,"[""P2308""]",,"[""Q137424753""]",,,,all_changed_qualifiers_are_semantic_for_family,RELAXATION_ALLOWED_SET_EXPANSION,allowed,expansion,relaxation,allowed set gained values,,,,,,,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,causal_schema_repair,main,"T-box directional repair: mapped type violation has compatible changed value/property/language overlap, target constraint Q21503250 changed, and active polarity is relaxation (RELAXATION_ALLOWED_SET_EXPANSION). Suitable as main T-box causal example.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q67629_2335501612,Q67629,P7699,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,head,Q19474404,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""LNB:Wcb;=Bs""]",external_by_elimination,,,,ABOX::Q67629::P7699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""LNB:Wcb;=Bs""]; P7699 repair for 'Feridun Zaimoğlu' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q67406069_2333806631,Q67406069,P7261,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,tail,Q21510859,Q21510859,one-of constraint,classifier_rule,set_membership,one_of,repair_target.new_value,qid,"[""Q99868032""]",set_membership_rejection,,,,ABOX::Q67406069::P7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q721001_2311223818,Q721001,P5838,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,head,Q21503250,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""MB8E8P"", ""MB8J8P"", ""MB8P8P""]",external_by_elimination,,,,ABOX::Q721001::P5838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""MB8E8P"", ""MB8J8P"", ""MB8P8P""]; P5838 repair for 'Phantasy Star II' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q121768149_2447349561,Q121768149,P921,A_BOX,TypeA,SELF_LINK_REJECTION,high,TypeA_SELF_LINK_REJECTION,main_ic_l_self_link_rejection,,TRUE,FALSE,head,Q21503250,,,violation_report,self_link_report,self_link_rejection,none_expected,none_expected,[],delete_refined,,,,ABOX::Q121768149::P921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q135639210_2447350413,Q135639210,P921,A_BOX,TypeA,SELF_LINK_REJECTION,high,TypeA_SELF_LINK_REJECTION,main_ic_l_self_link_rejection,,TRUE,FALSE,tail,Q21503250,,,violation_report,self_link_report,self_link_rejection,none_expected,none_expected,[],delete_refined,,,,ABOX::Q135639210::P921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100547668_1295692923,Q100547668,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,tail,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2017/si/498/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100547668::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,P8726 target deterministically derived from independent local description S.I. number/year pattern; local-derived TypeB confirmed.,1,2026-06-02T10:10:11+00:00
repair_Q72434839_2424832256,Q72434839,P2877,A_BOX,TypeC,UNKNOWN_BAD_TARGET_OR_CONTEXT,low,TypeC_UNKNOWN_BAD_TARGET_OR_CONTEXT,diagnostic_ic_u,,FALSE,TRUE,mid,Q21502404,,,classifier_rule,diagnostic_unknown,unknown_bad_target_or_context,repair_target.new_value,numeric,"[""98338"", ""29498305""]",single_value_report_multiple_new_values,,,,ABOX::Q72434839::P2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,not_applicable,unclear,bad_target,not_typea,not_typeb,not_tbox,diagnostic,Bad-target/context diagnostic: report is 'Single value' but the historical update creates/adds multiple target values. This does not form a clean external-evidence TypeC case.,chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q72462571_2424917231,Q72462571,P2877,A_BOX,TypeC,UNKNOWN_BAD_TARGET_OR_CONTEXT,low,TypeC_UNKNOWN_BAD_TARGET_OR_CONTEXT,diagnostic_ic_u,,FALSE,TRUE,tail,Q21502404,,,classifier_rule,diagnostic_unknown,unknown_bad_target_or_context,repair_target.new_value,numeric,"[""102964"", ""17697293""]",single_value_report_multiple_new_values,,,,ABOX::Q72462571::P2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,not_applicable,unclear,bad_target,not_typea,not_typeb,not_tbox,diagnostic,Bad-target/context diagnostic: report is 'Single value' but the historical update creates/adds multiple target values. This does not form a clean external-evidence TypeC case.,chatgpt_typec_example,2026-06-02T12:00:00Z
reform_Q120081121_P856_2446852358,Q120081121,P856,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,main_tbox_relaxation_allowed_set_expansion,TRUE,FALSE,mid,Q21502404,Q21510851,allowed qualifiers constraint,mapped_violation_constraint_changed,tbox_schema_causality,relaxation_set_expansion,none_expected,none_expected,[],,,,TBOX::P856::2446852358,TBOX::P856::2446852358,Allowed qualifiers,"[""Allowed qualifiers""]",Q21510851,allowed qualifiers constraint,allowed_qualifier,Q21510851,allowed qualifiers constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,"[""P2306""]",,"[""P7081""]",,,,all_changed_qualifiers_are_semantic_for_family,RELAXATION_ALLOWED_SET_EXPANSION,allowed,expansion,relaxation,allowed set gained values,,,,,,,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,causal_schema_repair,main,"T-box directional repair for generic Allowed qualifiers report: target constraint Q21510851 gained semantic values [""P7081""] with active polarity relaxation (RELAXATION_ALLOWED_SET_EXPANSION). No concrete report argument overlap is expected/available for this generic report; keep as main if polarity is accepted.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q72494996_2424564036,Q72494996,P2877,A_BOX,TypeC,UNKNOWN_BAD_TARGET_OR_CONTEXT,low,TypeC_UNKNOWN_BAD_TARGET_OR_CONTEXT,diagnostic_ic_u,,FALSE,TRUE,mid,Q21502404,,,classifier_rule,diagnostic_unknown,unknown_bad_target_or_context,repair_target.new_value,numeric,"[""1843227"", ""2971895"", ""8589087"", ""13804583""]",single_value_report_multiple_new_values,,,,ABOX::Q72494996::P2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,not_applicable,unclear,bad_target,not_typea,not_typeb,not_tbox,diagnostic,Bad-target/context diagnostic: report is 'Single value' but the historical update creates/adds multiple target values. This does not form a clean external-evidence TypeC case.,chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q7628515_2444220154,Q7628515,P658,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,,TRUE,FALSE,head,Q52004125,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,qid,"[""Q137465662"", ""Q137465696"", ""Q137465698"", ""Q137465701"", ""Q137465702"", ""...(+6)""]",external_by_elimination,,,,ABOX::Q7628515::P658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""Q137465662"", ""Q137465696"", ""Q137465698"", ""Q137465701"", ""Q137465702"", ""...(+6)""]; P658 repair for 'Stuff' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
reform_Q68457257_P123_2442705670,Q68457257,P123,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,main_tbox_relaxation_allowed_set_expansion,TRUE,FALSE,tail,Q52004125,Q21503250,subject type constraint,mapped_violation_constraint_changed,tbox_schema_causality,relaxation_set_expansion,none_expected,none_expected,[],,,,TBOX::P123::2442705670,TBOX::P123::2442705670,"Type Q|1151067, Q|80793969, Q|95107111, Q|374814, Q|7397, Q|286583, Q|17538690, Q|571, Q|11410, Q|105543609, Q|7058673, Q|115473170, Q|116779426, Q|1714118, Q|904997, Q|62651817, Q|3331189, Q|97180164, Q|124030631, Q|106140535, Q|1980247, Q|732577, Q|1748756, Q|49094714, Q|7725310, Q|1348645, Q|8274","[""Type Q|1151067, Q|80793969, Q|95107111, Q|374814, Q|7397, Q|286583, Q|17538690, Q|571, Q|11410, Q|105543609, Q|7058673, Q|115473170, Q|116779426, Q|1714118, Q|904997, Q|62651817, Q|3331189, Q|97180164, Q|124030631, Q|106140535, Q|1980247, Q|732577, Q|1748756, Q|49094714, Q|7725310, Q|1348645, Q|8274""]",Q21503250,type constraint,type,Q21503250,type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,"[""Q8274""]",,,,,FALSE,TRUE,type_compatible_report_argument_overlap,"[""P2308""]",,"[""Q8274""]",,,,all_changed_qualifiers_are_semantic_for_family,RELAXATION_ALLOWED_SET_EXPANSION,allowed,expansion,relaxation,allowed set gained values,,,,,,,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,causal_schema_repair,main,"T-box directional repair: mapped type violation has compatible changed value/property/language overlap, target constraint Q21503250 changed, and active polarity is relaxation (RELAXATION_ALLOWED_SET_EXPANSION). Suitable as main T-box causal example.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q327775_2444990087,Q327775,P136,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,head,Q21503250,Q52558054,none-of constraint,classifier_rule,set_membership,none_of,repair_target.new_value,qid,"[""Q2143665"", ""Q157443""]",set_membership_rejection,,,,ABOX::Q327775::P136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q63904849_2333513671,Q63904849,P7261,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,tail,Q21510859,Q21510859,one-of constraint,classifier_rule,set_membership,one_of,repair_target.new_value,qid,"[""Q99867894""]",set_membership_rejection,,,,ABOX::Q63904849::P7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q103820103_2441757143,Q103820103,P421,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,head,Q21503250,Q52558054,none-of constraint,classifier_rule,set_membership,none_of,repair_target.new_value,qid,"[""Q6723"", ""Q6760"", ""Q190252""]",set_membership_rejection,,,,ABOX::Q103820103::P421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q7783986_1580936803,Q7783986,P1346,A_BOX,TypeC,UNKNOWN_SELECTION_AMBIGUOUS,low,TypeC_UNKNOWN_SELECTION_AMBIGUOUS,diagnostic_ic_u,,FALSE,TRUE,head,Q21503250,,,classifier_rule,diagnostic_unknown,unknown_selection_ambiguous,repair_target.new_value,qid,"[""Q22277554"", ""Q108871755"", ""Q1421302"", ""Q16197959"", ""Q55687800"", ""...(+16)""]",unknown_selection_ambiguous,id_exact,FOCUS_PREREPAIR_TARGET_PROPERTY_QID,,ABOX::Q7783986::P1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,partial,no,maybe,unknown_or_incomplete,not_typea,not_typeb,not_tbox,diagnostic,"Diagnostic ambiguous selection: subset repair target is defined by removed values (Q110864939), while retained values are only visible in the pre-repair target-property list. Independent local/external evidence would be needed to justify the selection.",chatgpt_typec_example,2026-06-02T12:00:00Z
reform_Q137425880_P2094_2443310519,Q137425880,P2094,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,main_tbox_relaxation_allowed_set_expansion,TRUE,FALSE,tail,Q21503250,Q21503250,subject type constraint,mapped_violation_constraint_changed,tbox_schema_causality,relaxation_set_expansion,none_expected,none_expected,[],,,,TBOX::P2094::2443310519,TBOX::P2094::2443310519,"Type Q|13406554, Q|4438121, Q|768186, Q|1744559, Q|42889, Q|29048322, Q|1241356, Q|16510064, Q|16334295, Q|15229207, Q|18608583, Q|107285679, Q|46135307, Q|29791211, Q|137424753","[""Type Q|13406554, Q|4438121, Q|768186, Q|1744559, Q|42889, Q|29048322, Q|1241356, Q|16510064, Q|16334295, Q|15229207, Q|18608583, Q|107285679, Q|46135307, Q|29791211, Q|137424753""]",Q21503250,type constraint,type,Q21503250,type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,"[""Q137424753""]",,,,,FALSE,TRUE,type_compatible_report_argument_overlap,"[""P2308""]",,"[""Q137424753""]",,,,all_changed_qualifiers_are_semantic_for_family,RELAXATION_ALLOWED_SET_EXPANSION,allowed,expansion,relaxation,allowed set gained values,,,,,,,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,causal_schema_repair,main,"T-box directional repair: mapped type violation has compatible changed value/property/language overlap, target constraint Q21503250 changed, and active polarity is relaxation (RELAXATION_ALLOWED_SET_EXPANSION). Suitable as main T-box causal example.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q66352015_2333792188,Q66352015,P7261,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,tail,Q21510859,Q21510859,one-of constraint,classifier_rule,set_membership,one_of,repair_target.new_value,qid,"[""Q99868032""]",set_membership_rejection,,,,ABOX::Q66352015::P7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q61872875_2447258973,Q61872875,P373,A_BOX,TypeB,LOCAL_TEXT_CONFIRMED,high,TypeB_LOCAL_TEXT_CONFIRMED,main_ic_g_local_text_confirmed,,TRUE,FALSE,mid,Q21502838,,,local_context,local_evidence,local_text_raw,repair_target.new_value,literal,"[""Dr. Fazıl Küçük Museum""]",local_match,literal_exact_raw,FOCUS_LABEL,,ABOX::Q61872875::P373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q66351775_2333788345,Q66351775,P7261,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,tail,Q21510859,Q21510859,one-of constraint,classifier_rule,set_membership,one_of,repair_target.new_value,qid,"[""Q99868032""]",set_membership_rejection,,,,ABOX::Q66351775::P7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q105_2291217826,Q105,P2888,A_BOX,TypeA,MULTIPLICITY_NORMALIZATION,high,TypeA_MULTIPLICITY_NORMALIZATION,main_ic_l_multiplicity_normalization,,TRUE,FALSE,head,Q21502410,Q19474404,single-value constraint,classifier_rule,multiplicity,multiplicity_normalization,repair_target.new_value,literal,"[""http://dati.beniculturali.it/cis/Monday"", ""https://schema.org/Monday"", ""http://www.w3.org/2006/time#Monday""]",multiplicity_normalization,,,,ABOX::Q105::P2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q28439711_P2094_2443310519,Q28439711,P2094,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,main_tbox_relaxation_allowed_set_expansion,TRUE,FALSE,mid,Q21503250,Q21503250,subject type constraint,mapped_violation_constraint_changed,tbox_schema_causality,relaxation_set_expansion,none_expected,none_expected,[],,,,TBOX::P2094::2443310519,TBOX::P2094::2443310519,"Type Q|13406554, Q|4438121, Q|768186, Q|1744559, Q|42889, Q|29048322, Q|1241356, Q|16510064, Q|16334295, Q|15229207, Q|18608583, Q|107285679, Q|46135307, Q|29791211, Q|137424753","[""Type Q|13406554, Q|4438121, Q|768186, Q|1744559, Q|42889, Q|29048322, Q|1241356, Q|16510064, Q|16334295, Q|15229207, Q|18608583, Q|107285679, Q|46135307, Q|29791211, Q|137424753""]",Q21503250,type constraint,type,Q21503250,type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,"[""Q137424753""]",,,,,FALSE,TRUE,type_compatible_report_argument_overlap,"[""P2308""]",,"[""Q137424753""]",,,,all_changed_qualifiers_are_semantic_for_family,RELAXATION_ALLOWED_SET_EXPANSION,allowed,expansion,relaxation,allowed set gained values,,,,,,,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,causal_schema_repair,main,"T-box directional repair: mapped type violation has compatible changed value/property/language overlap, target constraint Q21503250 changed, and active polarity is relaxation (RELAXATION_ALLOWED_SET_EXPANSION). Suitable as main T-box causal example.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q1364250_2422270387,Q1364250,P6671,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,head,Q19474404,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q1364250::P6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q624028_2447088024,Q624028,P373,A_BOX,TypeB,LOCAL_TEXT_CONFIRMED,high,TypeB_LOCAL_TEXT_CONFIRMED,main_ic_g_local_text_confirmed,,TRUE,FALSE,head,Q21502838,,,local_context,local_evidence,local_text_raw,repair_target.new_value,literal,"[""Credit default swap""]",local_match,literal_normalized_exact,FOCUS_LABEL,,ABOX::Q624028::P373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
